RaceID,RaceName,State,CountyName,PrecinctName,CandidateName,PartyName,Votes
993,US House,GA,De Kalb,DORAVILLE SOUTH,Mohammad Ali Bhuiyan, Republican,365
993,US House,GA,De Kalb,DRESDEN ELEM,Mohammad Ali Bhuiyan, Republican,170
993,US House,GA,De Kalb,DUNWOODY,Mohammad Ali Bhuiyan, Republican,35
993,US House,GA,De Kalb,DUNWOODY HIGH,Mohammad Ali Bhuiyan, Republican,106
993,US House,GA,De Kalb,DUNWOODY LIBRARY,Mohammad Ali Bhuiyan, Republican,84
993,US House,GA,De Kalb,EMBRY HILLS,Mohammad Ali Bhuiyan, Republican,250
993,US House,GA,De Kalb,EVANSDALE ELEM,Mohammad Ali Bhuiyan, Republican,450
993,US House,GA,De Kalb,GEORGETOWN SQUARE,Mohammad Ali Bhuiyan, Republican,36
993,US House,GA,De Kalb,HAWTHORNE ELEM,Mohammad Ali Bhuiyan, Republican,371
993,US House,GA,De Kalb,HENDERSON MILL ELEM,Mohammad Ali Bhuiyan, Republican,363
993,US House,GA,De Kalb,HUNTLEY HILLS ELEM,Mohammad Ali Bhuiyan, Republican,190
993,US House,GA,De Kalb,KINGSLEY ELEM,Mohammad Ali Bhuiyan, Republican,99
993,US House,GA,De Kalb,KITTREDGE ELEM,Mohammad Ali Bhuiyan, Republican,220
993,US House,GA,De Kalb,LAKESIDE HIGH,Mohammad Ali Bhuiyan, Republican,471
993,US House,GA,De Kalb,LIVSEY ELEM,Mohammad Ali Bhuiyan, Republican,28
993,US House,GA,De Kalb,MIDVALE ELEM,Mohammad Ali Bhuiyan, Republican,197
993,US House,GA,De Kalb,MIDVALE ROAD,Mohammad Ali Bhuiyan, Republican,293
993,US House,GA,De Kalb,MONTGOMERY ELEM,Mohammad Ali Bhuiyan, Republican,371
993,US House,GA,De Kalb,MT. VERNON EAST,Mohammad Ali Bhuiyan, Republican,471
993,US House,GA,De Kalb,MT. VERNON WEST,Mohammad Ali Bhuiyan, Republican,334
993,US House,GA,De Kalb,NORTH PEACHTREE,Mohammad Ali Bhuiyan, Republican,479
993,US House,GA,De Kalb,OAKCLIFF ELEM,Mohammad Ali Bhuiyan, Republican,167
993,US House,GA,De Kalb,PEACHTREE MIDDLE,Mohammad Ali Bhuiyan, Republican,238
993,US House,GA,De Kalb,PLEASANTDALE ROAD,Mohammad Ali Bhuiyan, Republican,313
993,US House,GA,De Kalb,SILVER LAKE,Mohammad Ali Bhuiyan, Republican,152
993,US House,GA,De Kalb,SKYLAND,Mohammad Ali Bhuiyan, Republican,68
993,US House,GA,De Kalb,TILLY MILL ROAD,Mohammad Ali Bhuiyan, Republican,289
993,US House,GA,De Kalb,TUCKER,Mohammad Ali Bhuiyan, Republican,3
993,US House,GA,De Kalb,TUCKER LIBRARY,Mohammad Ali Bhuiyan, Republican,331
993,US House,GA,De Kalb,WARREN TECH,Mohammad Ali Bhuiyan, Republican,10
993,US House,GA,De Kalb,WINTERS CHAPEL,Mohammad Ali Bhuiyan, Republican,385
993,US House,GA,De Kalb,ASHFORD DUNWOODY RD,Ragin Edwards, Democratic,110
993,US House,GA,De Kalb,ASHFORD PARK ELEM,Ragin Edwards, Democratic,49
993,US House,GA,De Kalb,ASHFORD PARKSIDE,Ragin Edwards, Democratic,130
993,US House,GA,De Kalb,AUSTIN,Ragin Edwards, Democratic,164
993,US House,GA,De Kalb,BRIARLAKE ELEM,Ragin Edwards, Democratic,389
993,US House,GA,De Kalb,BRIARWOOD,Ragin Edwards, Democratic,497
993,US House,GA,De Kalb,BROOKHAVEN,Ragin Edwards, Democratic,396
993,US House,GA,De Kalb,CHAMBLEE ,Ragin Edwards, Democratic,488
993,US House,GA,De Kalb,CHAMBLEE 2,Ragin Edwards, Democratic,462
993,US House,GA,De Kalb,CHESNUT ELEM,Ragin Edwards, Democratic,185
993,US House,GA,De Kalb,CROSS KEYS HIGH,Ragin Edwards, Democratic,472
993,US House,GA,De Kalb,DORAVILLE NORTH,Ragin Edwards, Democratic,315
993,US House,GA,De Kalb,DORAVILLE SOUTH,Ragin Edwards, Democratic,400
993,US House,GA,De Kalb,DRESDEN ELEM,Ragin Edwards, Democratic,96
993,US House,GA,De Kalb,DUNWOODY,Ragin Edwards, Democratic,379
993,US House,GA,De Kalb,DUNWOODY HIGH,Ragin Edwards, Democratic,452
993,US House,GA,De Kalb,DUNWOODY LIBRARY,Ragin Edwards, Democratic,67
993,US House,GA,De Kalb,EMBRY HILLS,Ragin Edwards, Democratic,421
993,US House,GA,De Kalb,EVANSDALE ELEM,Ragin Edwards, Democratic,400
993,US House,GA,De Kalb,GEORGETOWN SQUARE,Ragin Edwards, Democratic,73
993,US House,GA,De Kalb,HAWTHORNE ELEM,Ragin Edwards, Democratic,98
993,US House,GA,De Kalb,HENDERSON MILL ELEM,Ragin Edwards, Democratic,305
993,US House,GA,De Kalb,HUNTLEY HILLS ELEM,Ragin Edwards, Democratic,179
993,US House,GA,De Kalb,KINGSLEY ELEM,Ragin Edwards, Democratic,366
993,US House,GA,De Kalb,KITTREDGE ELEM,Ragin Edwards, Democratic,431
993,US House,GA,De Kalb,LAKESIDE HIGH,Ragin Edwards, Democratic,463
993,US House,GA,De Kalb,LIVSEY ELEM,Ragin Edwards, Democratic,146
993,US House,GA,De Kalb,MIDVALE ELEM,Ragin Edwards, Democratic,22
993,US House,GA,De Kalb,MIDVALE ROAD,Ragin Edwards, Democratic,120
993,US House,GA,De Kalb,MONTGOMERY ELEM,Ragin Edwards, Democratic,39
993,US House,GA,De Kalb,MT. VERNON EAST,Ragin Edwards, Democratic,154
993,US House,GA,De Kalb,MT. VERNON WEST,Ragin Edwards, Democratic,216
993,US House,GA,De Kalb,NORTH PEACHTREE,Ragin Edwards, Democratic,436
993,US House,GA,De Kalb,OAKCLIFF ELEM,Ragin Edwards, Democratic,471
993,US House,GA,De Kalb,PEACHTREE MIDDLE,Ragin Edwards, Democratic,446
993,US House,GA,De Kalb,PLEASANTDALE ROAD,Ragin Edwards, Democratic,377
993,US House,GA,De Kalb,SILVER LAKE,Ragin Edwards, Democratic,269
993,US House,GA,De Kalb,SKYLAND,Ragin Edwards, Democratic,234
993,US House,GA,De Kalb,TILLY MILL ROAD,Ragin Edwards, Democratic,70
993,US House,GA,De Kalb,TUCKER,Ragin Edwards, Democratic,11
993,US House,GA,De Kalb,TUCKER LIBRARY,Ragin Edwards, Democratic,187
993,US House,GA,De Kalb,WARREN TECH,Ragin Edwards, Democratic,419
993,US House,GA,De Kalb,WINTERS CHAPEL,Ragin Edwards, Democratic,68
993,US House,GA,De Kalb,ASHFORD DUNWOODY RD,Keith Grawert, Republican,5
993,US House,GA,De Kalb,ASHFORD PARK ELEM,Keith Grawert, Republican,344
993,US House,GA,De Kalb,ASHFORD PARKSIDE,Keith Grawert, Republican,114
993,US House,GA,De Kalb,AUSTIN,Keith Grawert, Republican,279
993,US House,GA,De Kalb,BRIARLAKE ELEM,Keith Grawert, Republican,339
993,US House,GA,De Kalb,BRIARWOOD,Keith Grawert, Republican,34
993,US House,GA,De Kalb,BROOKHAVEN,Keith Grawert, Republican,98
993,US House,GA,De Kalb,CHAMBLEE ,Keith Grawert, Republican,290
993,US House,GA,De Kalb,CHAMBLEE 2,Keith Grawert, Republican,177
993,US House,GA,De Kalb,CHESNUT ELEM,Keith Grawert, Republican,232
993,US House,GA,De Kalb,CROSS KEYS HIGH,Keith Grawert, Republican,135
993,US House,GA,De Kalb,DORAVILLE NORTH,Keith Grawert, Republican,24
993,US House,GA,De Kalb,DORAVILLE SOUTH,Keith Grawert, Republican,330
993,US House,GA,De Kalb,DRESDEN ELEM,Keith Grawert, Republican,165
993,US House,GA,De Kalb,DUNWOODY,Keith Grawert, Republican,197
993,US House,GA,De Kalb,DUNWOODY HIGH,Keith Grawert, Republican,108
993,US House,GA,De Kalb,DUNWOODY LIBRARY,Keith Grawert, Republican,354
993,US House,GA,De Kalb,EMBRY HILLS,Keith Grawert, Republican,297
993,US House,GA,De Kalb,EVANSDALE ELEM,Keith Grawert, Republican,52
993,US House,GA,De Kalb,GEORGETOWN SQUARE,Keith Grawert, Republican,109
993,US House,GA,De Kalb,HAWTHORNE ELEM,Keith Grawert, Republican,184
993,US House,GA,De Kalb,HENDERSON MILL ELEM,Keith Grawert, Republican,324
993,US House,GA,De Kalb,HUNTLEY HILLS ELEM,Keith Grawert, Republican,80
993,US House,GA,De Kalb,KINGSLEY ELEM,Keith Grawert, Republican,44
993,US House,GA,De Kalb,KITTREDGE ELEM,Keith Grawert, Republican,297
993,US House,GA,De Kalb,LAKESIDE HIGH,Keith Grawert, Republican,341
993,US House,GA,De Kalb,LIVSEY ELEM,Keith Grawert, Republican,374
993,US House,GA,De Kalb,MIDVALE ELEM,Keith Grawert, Republican,405
993,US House,GA,De Kalb,MIDVALE ROAD,Keith Grawert, Republican,130
993,US House,GA,De Kalb,MONTGOMERY ELEM,Keith Grawert, Republican,77
993,US House,GA,De Kalb,MT. VERNON EAST,Keith Grawert, Republican,478
993,US House,GA,De Kalb,MT. VERNON WEST,Keith Grawert, Republican,143
993,US House,GA,De Kalb,NORTH PEACHTREE,Keith Grawert, Republican,113
993,US House,GA,De Kalb,OAKCLIFF ELEM,Keith Grawert, Republican,412
993,US House,GA,De Kalb,PEACHTREE MIDDLE,Keith Grawert, Republican,365
993,US House,GA,De Kalb,PLEASANTDALE ROAD,Keith Grawert, Republican,98
993,US House,GA,De Kalb,SILVER LAKE,Keith Grawert, Republican,91
993,US House,GA,De Kalb,SKYLAND,Keith Grawert, Republican,252
993,US House,GA,De Kalb,TILLY MILL ROAD,Keith Grawert, Republican,251
993,US House,GA,De Kalb,TUCKER,Keith Grawert, Republican,123
993,US House,GA,De Kalb,TUCKER LIBRARY,Keith Grawert, Republican,233
993,US House,GA,De Kalb,WARREN TECH,Keith Grawert, Republican,187
993,US House,GA,De Kalb,WINTERS CHAPEL,Keith Grawert, Republican,334
993,US House,GA,De Kalb,ASHFORD DUNWOODY RD,Bob Gray, Republican,292
993,US House,GA,De Kalb,ASHFORD PARK ELEM,Bob Gray, Republican,234
993,US House,GA,De Kalb,ASHFORD PARKSIDE,Bob Gray, Republican,386
993,US House,GA,De Kalb,AUSTIN,Bob Gray, Republican,45
993,US House,GA,De Kalb,BRIARLAKE ELEM,Bob Gray, Republican,295
993,US House,GA,De Kalb,BRIARWOOD,Bob Gray, Republican,284
993,US House,GA,De Kalb,BROOKHAVEN,Bob Gray, Republican,55
993,US House,GA,De Kalb,CHAMBLEE ,Bob Gray, Republican,386
993,US House,GA,De Kalb,CHAMBLEE 2,Bob Gray, Republican,121
993,US House,GA,De Kalb,CHESNUT ELEM,Bob Gray, Republican,216
993,US House,GA,De Kalb,CROSS KEYS HIGH,Bob Gray, Republican,95
993,US House,GA,De Kalb,DORAVILLE NORTH,Bob Gray, Republican,264
993,US House,GA,De Kalb,DORAVILLE SOUTH,Bob Gray, Republican,289
993,US House,GA,De Kalb,DRESDEN ELEM,Bob Gray, Republican,151
993,US House,GA,De Kalb,DUNWOODY,Bob Gray, Republican,419
993,US House,GA,De Kalb,DUNWOODY HIGH,Bob Gray, Republican,244
993,US House,GA,De Kalb,DUNWOODY LIBRARY,Bob Gray, Republican,185
993,US House,GA,De Kalb,EMBRY HILLS,Bob Gray, Republican,296
993,US House,GA,De Kalb,EVANSDALE ELEM,Bob Gray, Republican,397
993,US House,GA,De Kalb,GEORGETOWN SQUARE,Bob Gray, Republican,239
993,US House,GA,De Kalb,HAWTHORNE ELEM,Bob Gray, Republican,260
993,US House,GA,De Kalb,HENDERSON MILL ELEM,Bob Gray, Republican,190
993,US House,GA,De Kalb,HUNTLEY HILLS ELEM,Bob Gray, Republican,219
993,US House,GA,De Kalb,KINGSLEY ELEM,Bob Gray, Republican,218
993,US House,GA,De Kalb,KITTREDGE ELEM,Bob Gray, Republican,44
993,US House,GA,De Kalb,LAKESIDE HIGH,Bob Gray, Republican,452
993,US House,GA,De Kalb,LIVSEY ELEM,Bob Gray, Republican,336
993,US House,GA,De Kalb,MIDVALE ELEM,Bob Gray, Republican,392
993,US House,GA,De Kalb,MIDVALE ROAD,Bob Gray, Republican,26
993,US House,GA,De Kalb,MONTGOMERY ELEM,Bob Gray, Republican,421
993,US House,GA,De Kalb,MT. VERNON EAST,Bob Gray, Republican,152
993,US House,GA,De Kalb,MT. VERNON WEST,Bob Gray, Republican,2
993,US House,GA,De Kalb,NORTH PEACHTREE,Bob Gray, Republican,381
993,US House,GA,De Kalb,OAKCLIFF ELEM,Bob Gray, Republican,358
993,US House,GA,De Kalb,PEACHTREE MIDDLE,Bob Gray, Republican,361
993,US House,GA,De Kalb,PLEASANTDALE ROAD,Bob Gray, Republican,233
993,US House,GA,De Kalb,SILVER LAKE,Bob Gray, Republican,368
993,US House,GA,De Kalb,SKYLAND,Bob Gray, Republican,163
993,US House,GA,De Kalb,TILLY MILL ROAD,Bob Gray, Republican,425
993,US House,GA,De Kalb,TUCKER,Bob Gray, Republican,377
993,US House,GA,De Kalb,TUCKER LIBRARY,Bob Gray, Republican,232
993,US House,GA,De Kalb,WARREN TECH,Bob Gray, Republican,149
993,US House,GA,De Kalb,WINTERS CHAPEL,Bob Gray, Republican,487
993,US House,GA,De Kalb,ASHFORD DUNWOODY RD,Alexander Hernandez, Unaffiliated,461
993,US House,GA,De Kalb,ASHFORD PARK ELEM,Alexander Hernandez, Unaffiliated,316
993,US House,GA,De Kalb,ASHFORD PARKSIDE,Alexander Hernandez, Unaffiliated,31
